readout_gene,readout_class,replicate,assay,Drug,day,Concentration,bias,num_reads,cell_density,extra_umi
3830406C13Rik,MAE,2,UMI,Anacardic acid,21,10uM,0,50,VG,203
3830406C13Rik,MAE,2,UMI,B2,21,10uM,0,48,VG,572
3830406C13Rik,MAE,2,UMI,CTPB,21,10uM,0,32,VG,92
3830406C13Rik,MAE,2,UMI,Sirtinol,21,10uM,0,63,VG,317
3830406C13Rik,MAE,2,UMI,Suramin6Na,21,10uM,0,41,VG,77
3830406C13Rik,MAE,2,UMI,BML-278,21,10uM,0,45,VG,284
3830406C13Rik,MAE,2,UMI,CI-994,21,10uM,0,4,DIFFUSE DEAD,0
3830406C13Rik,MAE,2,UMI,NSC-3852,21,10uM,0,3,DIFFUSE DEAD,0
3830406C13Rik,MAE,2,UMI,Aminoresveratrol sulfate,21,10uM,0,61,VG,440
3830406C13Rik,MAE,2,UMI,BML-281,21,10uM,0,72,VG,635
3830406C13Rik,MAE,2,UMI,Triacetylresveratrol,21,10uM,0,125,VG,568
3830406C13Rik,MAE,2,UMI,Garcinol,21,01uM,0,111,VG,990
3830406C13Rik,MAE,2,UMI,Splitomicin,21,01uM,0.011235955,90,VG,1066
3830406C13Rik,MAE,2,UMI,BML-210,21,01uM,0,168,VG,2676
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,21,01uM,0,5,DIFFUSE SOME CLUMPS,1
3830406C13Rik,MAE,2,UMI,Zebularine ,21,01uM,0,115,VG,696
3830406C13Rik,MAE,2,UMI,Tranylcypromine hemisulfate,21,01uM,0,78,,745
3830406C13Rik,MAE,2,UMI,EX-527,21,01uM,0,33,VG,165
3830406C13Rik,MAE,2,UMI,Nicotinamide,21,01uM,0,95,VG,601
3830406C13Rik,MAE,2,UMI,BML-266,21,01uM,0,75,VG,414
3830406C13Rik,MAE,2,UMI,Piceatannol,21,01uM,0,82,VG,680
3830406C13Rik,MAE,2,UMI,Fluoro-SAHA,21,01uM,0,81,M ,595
3830406C13Rik,MAE,2,UMI,AGK2,21,01uM,0,116,VG,848
3830406C13Rik,MAE,2,UMI,Salermide,21,01uM,0,116,VG,1718
3830406C13Rik,MAE,2,UMI,Anacardic acid,21,01uM,0.00990099,103,VG,1452
3830406C13Rik,MAE,2,UMI,B2,21,01uM,0,48,VG,501
3830406C13Rik,MAE,2,UMI,CTPB,21,01uM,0,65,VG,505
3830406C13Rik,MAE,2,UMI,Sirtinol,21,01uM,0,102,VG,838
3830406C13Rik,MAE,2,UMI,Suramin6Na,21,01uM,0,51,VG,237
3830406C13Rik,MAE,2,UMI,BML-278,21,01uM,0,65,VG,639
3830406C13Rik,MAE,2,UMI,CI-994,21,01uM,0,100,VG,1191
3830406C13Rik,MAE,2,UMI,NSC-3852,21,01uM,0,72,SMALL DARK,615
3830406C13Rik,MAE,2,UMI,Aminoresveratrol sulfate,21,01uM,0,113,VG,595
3830406C13Rik,MAE,2,UMI,BML-281,21,01uM,0,78,VG,555
3830406C13Rik,MAE,2,UMI,Triacetylresveratrol,21,01uM,0,139,VG,1152
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment1,0.0125,80,VG,657
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment2,0,40,VG,55
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment3,0.013513514,74,VG,336
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment4,0,44,VG,202
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment5,0,38,VG,83
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment6,0,28,VG,37
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment7,0,49,VG,298
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment8,0,74,VG,833
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment9,0,77,VG,330
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment10,0,47,VG,372
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment11,0.015151515,67,VG,721
3830406C13Rik,MAE,2,UMI,Control,21,No-treatment12,0,57,VG,210
3830406C13Rik,MAE,2,UMI,Control,21,DMSO1,0,74,VG,798
3830406C13Rik,MAE,2,UMI,Control,21,DMSO2,0,107,VG,818
3830406C13Rik,MAE,2,UMI,Control,21,DMSO3,0,185,VG,2580
3830406C13Rik,MAE,2,UMI,Control,21,DMSO4,0,118,VG,1525
3830406C13Rik,MAE,2,UMI,Control,21,DMSO5,0.008130081,123,VG,958
3830406C13Rik,MAE,2,UMI,Control,21,DMSO6,0.006329114,160,VG,2651
3830406C13Rik,MAE,2,UMI,Control,21,DMSO7,0.009345794,107,VG,1449
3830406C13Rik,MAE,2,UMI,Control,21,DMSO8,0.007575758,132,VG,2288
3830406C13Rik,MAE,2,UMI,Control,21,DMSO9,0,116,VG,1369
3830406C13Rik,MAE,2,UMI,Control,21,DMSO10,0,146,VG,2068
3830406C13Rik,MAE,2,UMI,Control,21,DMSO11,0.01369863,147,VG,1538
3830406C13Rik,MAE,2,UMI,Control,21,DMSO12,0,173,VG,1590
Adamtsl4,MAE,2,UMI,Garcinol,21,20uM,NA,0,DIFFUSE DEAD,11
Adamtsl4,MAE,2,UMI,Splitomicin,21,20uM,0.964912281,57,G,885
Adamtsl4,MAE,2,UMI,BML-210,21,20uM,1,3,DIFFUSE DEAD,5
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,1,1,DIFFUSE DEAD,7
Adamtsl4,MAE,2,UMI,Zebularine ,21,20uM,1,1,DIFFUSE DEAD,1
Adamtsl4,MAE,2,UMI,Tranylcypromine hemisulfate,21,20uM,1,14,VG,208
Adamtsl4,MAE,2,UMI,EX-527,21,20uM,0.976744186,43,VG,1063
Adamtsl4,MAE,2,UMI,Nicotinamide,21,20uM,0.975,80,VG,2133
Adamtsl4,MAE,2,UMI,BML-266,21,20uM,NA,0,DIFFUSE DEAD,NA
Adamtsl4,MAE,2,UMI,Piceatannol,21,20uM,NA,0,DIFFUSE DEAD,0
Adamtsl4,MAE,2,UMI,Fluoro-SAHA,21,20uM,1,2,DEAD?,8
Adamtsl4,MAE,2,UMI,AGK2,21,20uM,0.990909091,110,SPREAD OUT,2516
Adamtsl4,MAE,2,UMI,Salermide,21,20uM,1,50,VG,2465
Adamtsl4,MAE,2,UMI,Anacardic acid,21,20uM,0.985507246,69,VG,3029
Adamtsl4,MAE,2,UMI,B2,21,20uM,1,138,VG,3874
Adamtsl4,MAE,2,UMI,CTPB,21,20uM,0.9875,80,VG,2611
Adamtsl4,MAE,2,UMI,Sirtinol,21,20uM,0.962264151,53,VG,1182
Adamtsl4,MAE,2,UMI,Suramin6Na,21,20uM,1,62,VG,1119
Adamtsl4,MAE,2,UMI,BML-278,21,20uM,0.933333333,30,VG,428
Adamtsl4,MAE,2,UMI,CI-994,21,20uM,1,1,DEAD,4
Adamtsl4,MAE,2,UMI,NSC-3852,21,20uM,NA,0,DIFFUSE DEAD,3
Adamtsl4,MAE,2,UMI,Aminoresveratrol sulfate,21,20uM,1,80,G,2600
Adamtsl4,MAE,2,UMI,BML-281,21,20uM,0.973333333,75,VG,2141
Adamtsl4,MAE,2,UMI,Triacetylresveratrol,21,20uM,1,54,VG,490
Adamtsl4,MAE,2,UMI,Garcinol,21,10uM,1,81,VG,2684
Adamtsl4,MAE,2,UMI,Splitomicin,21,10uM,1,75,VG,1937
Adamtsl4,MAE,2,UMI,BML-210,21,10uM,0.983870968,62,G,1129
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,13
Adamtsl4,MAE,2,UMI,Zebularine ,21,10uM,1,38,G,633
Adamtsl4,MAE,2,UMI,Tranylcypromine hemisulfate,21,10uM,1,15,VG,208
Adamtsl4,MAE,2,UMI,EX-527,21,10uM,0.946428571,56,VG,1161
Adamtsl4,MAE,2,UMI,Nicotinamide,21,10uM,1,50,VG,1210
Adamtsl4,MAE,2,UMI,BML-266,21,10uM,1,1,DIFFUSE DEAD,1
Adamtsl4,MAE,2,UMI,Piceatannol,21,10uM,1,34,M-G,385
Adamtsl4,MAE,2,UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,NA
Adamtsl4,MAE,2,UMI,AGK2,21,10uM,0.989130435,92,SPREAD OUT,3481
Adamtsl4,MAE,2,UMI,Salermide,21,10uM,1,84,VG,5013
Adamtsl4,MAE,2,UMI,Anacardic acid,21,10uM,1,48,VG,895
Adamtsl4,MAE,2,UMI,B2,21,10uM,0.990384615,104,VG,4847
Adamtsl4,MAE,2,UMI,CTPB,21,10uM,0.92,25,VG,493
Adamtsl4,MAE,2,UMI,Sirtinol,21,10uM,1,54,VG,1544
Adamtsl4,MAE,2,UMI,Suramin6Na,21,10uM,1,45,VG,633
Adamtsl4,MAE,2,UMI,BML-278,21,10uM,1,44,VG,1468
Adamtsl4,MAE,2,UMI,CI-994,21,10uM,1,5,DIFFUSE DEAD,16
Adamtsl4,MAE,2,UMI,NSC-3852,21,10uM,1,1,DIFFUSE DEAD,0
Adamtsl4,MAE,2,UMI,Aminoresveratrol sulfate,21,10uM,1,89,VG,2418
Adamtsl4,MAE,2,UMI,BML-281,21,10uM,0.987012987,77,VG,3770
Adamtsl4,MAE,2,UMI,Triacetylresveratrol,21,10uM,1,126,VG,3930
Adamtsl4,MAE,2,UMI,Garcinol,21,01uM,0.981818182,110,VG,8392
Adamtsl4,MAE,2,UMI,Splitomicin,21,01uM,1,89,VG,5886
Adamtsl4,MAE,2,UMI,BML-210,21,01uM,1,129,VG,11807
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,21,01uM,1,6,DIFFUSE SOME CLUMPS,23
Adamtsl4,MAE,2,UMI,Zebularine ,21,01uM,0.978723404,94,VG,3528
Adamtsl4,MAE,2,UMI,Tranylcypromine hemisulfate,21,01uM,0.985074627,67,,3748
Adamtsl4,MAE,2,UMI,EX-527,21,01uM,0.983870968,62,VG,1459
Adamtsl4,MAE,2,UMI,Nicotinamide,21,01uM,0.962962963,108,VG,4188
Adamtsl4,MAE,2,UMI,BML-266,21,01uM,0.974358974,78,VG,2760
Adamtsl4,MAE,2,UMI,Piceatannol,21,01uM,1,79,VG,3756
Adamtsl4,MAE,2,UMI,Fluoro-SAHA,21,01uM,0.970873786,103,M ,3118
Adamtsl4,MAE,2,UMI,AGK2,21,01uM,0.992125984,127,VG,5892
Adamtsl4,MAE,2,UMI,Salermide,21,01uM,1,119,VG,9231
Adamtsl4,MAE,2,UMI,Anacardic acid,21,01uM,1,94,VG,9046
Adamtsl4,MAE,2,UMI,B2,21,01uM,1,52,VG,3924
Adamtsl4,MAE,2,UMI,CTPB,21,01uM,1,91,VG,3137
Adamtsl4,MAE,2,UMI,Sirtinol,21,01uM,0.97826087,92,VG,3872
Adamtsl4,MAE,2,UMI,Suramin6Na,21,01uM,0.934782609,46,VG,1853
Adamtsl4,MAE,2,UMI,BML-278,21,01uM,0.985915493,71,VG,3662
Adamtsl4,MAE,2,UMI,CI-994,21,01uM,1,99,VG,6452
Adamtsl4,MAE,2,UMI,NSC-3852,21,01uM,1,33,SMALL DARK,1621
Adamtsl4,MAE,2,UMI,Aminoresveratrol sulfate,21,01uM,0.952380952,84,VG,3318
Adamtsl4,MAE,2,UMI,BML-281,21,01uM,1,61,VG,2642
Adamtsl4,MAE,2,UMI,Triacetylresveratrol,21,01uM,0.987804878,164,VG,6414
Adamtsl4,MAE,2,UMI,Control,21,No-treatment1,0.991769547,243,VG,10966
Adamtsl4,MAE,2,UMI,Control,21,No-treatment2,1,92,VG,936
Adamtsl4,MAE,2,UMI,Control,21,No-treatment3,1,178,VG,4943
Adamtsl4,MAE,2,UMI,Control,21,No-treatment4,0.993589744,156,VG,3874
Adamtsl4,MAE,2,UMI,Control,21,No-treatment5,1,70,VG,1125
Adamtsl4,MAE,2,UMI,Control,21,No-treatment6,0.984848485,66,VG,1018
Adamtsl4,MAE,2,UMI,Control,21,No-treatment7,1,133,VG,4588
Adamtsl4,MAE,2,UMI,Control,21,No-treatment8,1,150,VG,8989
Adamtsl4,MAE,2,UMI,Control,21,No-treatment9,1,131,VG,3018
Adamtsl4,MAE,2,UMI,Control,21,No-treatment10,0.964028777,139,VG,5829
Adamtsl4,MAE,2,UMI,Control,21,No-treatment11,1,178,VG,8128
Adamtsl4,MAE,2,UMI,Control,21,No-treatment12,0.995305164,213,VG,4621
Adamtsl4,MAE,2,UMI,Control,21,DMSO1,0.97029703,101,VG,5902
Adamtsl4,MAE,2,UMI,Control,21,DMSO2,0.985507246,138,VG,6710
Adamtsl4,MAE,2,UMI,Control,21,DMSO3,0.993006993,143,VG,15807
Adamtsl4,MAE,2,UMI,Control,21,DMSO4,0.99137931,116,VG,11597
Adamtsl4,MAE,2,UMI,Control,21,DMSO5,1,95,VG,5425
Adamtsl4,MAE,2,UMI,Control,21,DMSO6,0.985294118,136,VG,15872
Adamtsl4,MAE,2,UMI,Control,21,DMSO7,1,149,VG,10610
Adamtsl4,MAE,2,UMI,Control,21,DMSO8,0.964028777,139,VG,12528
Adamtsl4,MAE,2,UMI,Control,21,DMSO9,1,139,VG,10168
Adamtsl4,MAE,2,UMI,Control,21,DMSO10,1,139,VG,11241
Adamtsl4,MAE,2,UMI,Control,21,DMSO11,0.989304813,187,VG,8395
Adamtsl4,MAE,2,UMI,Control,21,DMSO12,1,209,VG,8604
Adnp2,MAE,2,UMI,Garcinol,21,20uM,0,3,DIFFUSE DEAD,2
Adnp2,MAE,2,UMI,Splitomicin,21,20uM,0,77,G,660
Adnp2,MAE,2,UMI,BML-210,21,20uM,0,1,DIFFUSE DEAD,3
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,0,1,DIFFUSE DEAD,0
Adnp2,MAE,2,UMI,Zebularine ,21,20uM,NA,0,DIFFUSE DEAD,1
Adnp2,MAE,2,UMI,Tranylcypromine hemisulfate,21,20uM,0,38,VG,194
Adnp2,MAE,2,UMI,EX-527,21,20uM,0,85,VG,1056
Adnp2,MAE,2,UMI,Nicotinamide,21,20uM,0,125,VG,1866
Adnp2,MAE,2,UMI,BML-266,21,20uM,NA,0,DIFFUSE DEAD,NA
Adnp2,MAE,2,UMI,Piceatannol,21,20uM,NA,0,DIFFUSE DEAD,0
Adnp2,MAE,2,UMI,Fluoro-SAHA,21,20uM,NA,0,DEAD?,2
Adnp2,MAE,2,UMI,AGK2,21,20uM,0,146,SPREAD OUT,2753
Adnp2,MAE,2,UMI,Salermide,21,20uM,0,108,VG,2410
Adnp2,MAE,2,UMI,Anacardic acid,21,20uM,0,100,VG,2465
Adnp2,MAE,2,UMI,B2,21,20uM,0,113,VG,2150
Adnp2,MAE,2,UMI,CTPB,21,20uM,0,103,VG,1714
Adnp2,MAE,2,UMI,Sirtinol,21,20uM,0,103,VG,1109
Adnp2,MAE,2,UMI,Suramin6Na,21,20uM,0,107,VG,822
Adnp2,MAE,2,UMI,BML-278,21,20uM,0.025,40,VG,385
Adnp2,MAE,2,UMI,CI-994,21,20uM,NA,0,DEAD,3
Adnp2,MAE,2,UMI,NSC-3852,21,20uM,NA,0,DIFFUSE DEAD,NA
Adnp2,MAE,2,UMI,Aminoresveratrol sulfate,21,20uM,0,172,G,2696
Adnp2,MAE,2,UMI,BML-281,21,20uM,0,117,VG,1852
Adnp2,MAE,2,UMI,Triacetylresveratrol,21,20uM,0,95,VG,397
Adnp2,MAE,2,UMI,Garcinol,21,10uM,0,97,VG,1736
Adnp2,MAE,2,UMI,Splitomicin,21,10uM,0,79,VG,1306
Adnp2,MAE,2,UMI,BML-210,21,10uM,0,49,G,541
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,3
Adnp2,MAE,2,UMI,Zebularine ,21,10uM,0,88,G,855
Adnp2,MAE,2,UMI,Tranylcypromine hemisulfate,21,10uM,0,24,VG,128
Adnp2,MAE,2,UMI,EX-527,21,10uM,0,47,VG,727
Adnp2,MAE,2,UMI,Nicotinamide,21,10uM,0,80,VG,931
Adnp2,MAE,2,UMI,BML-266,21,10uM,0,1,DIFFUSE DEAD,1
Adnp2,MAE,2,UMI,Piceatannol,21,10uM,0,32,M-G,196
Adnp2,MAE,2,UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,0
Adnp2,MAE,2,UMI,AGK2,21,10uM,0,96,SPREAD OUT,2039
Adnp2,MAE,2,UMI,Salermide,21,10uM,0,120,VG,3391
Adnp2,MAE,2,UMI,Anacardic acid,21,10uM,0,67,VG,574
Adnp2,MAE,2,UMI,B2,21,10uM,0,106,VG,2769
Adnp2,MAE,2,UMI,CTPB,21,10uM,0,42,VG,316
Adnp2,MAE,2,UMI,Sirtinol,21,10uM,0,70,VG,1238
Adnp2,MAE,2,UMI,Suramin6Na,21,10uM,0,54,VG,387
Adnp2,MAE,2,UMI,BML-278,21,10uM,0,62,VG,1164
Adnp2,MAE,2,UMI,CI-994,21,10uM,0,3,DIFFUSE DEAD,11
Adnp2,MAE,2,UMI,NSC-3852,21,10uM,NA,0,DIFFUSE DEAD,2
Adnp2,MAE,2,UMI,Aminoresveratrol sulfate,21,10uM,0,100,VG,1775
Adnp2,MAE,2,UMI,BML-281,21,10uM,0.009174312,109,VG,2805
Adnp2,MAE,2,UMI,Triacetylresveratrol,21,10uM,0.008130081,123,VG,2141
Adnp2,MAE,2,UMI,Garcinol,21,01uM,0,106,VG,4491
Adnp2,MAE,2,UMI,Splitomicin,21,01uM,0,76,VG,3473
Adnp2,MAE,2,UMI,BML-210,21,01uM,0.00621118,161,VG,8167
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,01uM,0,5,DIFFUSE SOME CLUMPS,16
Adnp2,MAE,2,UMI,Zebularine ,21,01uM,0,137,VG,2509
Adnp2,MAE,2,UMI,Tranylcypromine hemisulfate,21,01uM,0,73,,2442
Adnp2,MAE,2,UMI,EX-527,21,01uM,0,61,VG,1034
Adnp2,MAE,2,UMI,Nicotinamide,21,01uM,0,133,VG,2736
Adnp2,MAE,2,UMI,BML-266,21,01uM,0,110,VG,1739
Adnp2,MAE,2,UMI,Piceatannol,21,01uM,0.023529412,85,VG,2873
Adnp2,MAE,2,UMI,Fluoro-SAHA,21,01uM,0,83,M ,1840
Adnp2,MAE,2,UMI,AGK2,21,01uM,0,143,VG,2943
Adnp2,MAE,2,UMI,Salermide,21,01uM,0,122,VG,5894
Adnp2,MAE,2,UMI,Anacardic acid,21,01uM,0,97,VG,5276
Adnp2,MAE,2,UMI,B2,21,01uM,0,69,VG,2021
Adnp2,MAE,2,UMI,CTPB,21,01uM,0,97,VG,1889
Adnp2,MAE,2,UMI,Sirtinol,21,01uM,0,129,VG,2540
Adnp2,MAE,2,UMI,Suramin6Na,21,01uM,0,56,VG,1205
Adnp2,MAE,2,UMI,BML-278,21,01uM,0,93,VG,2412
Adnp2,MAE,2,UMI,CI-994,21,01uM,0,131,VG,3872
Adnp2,MAE,2,UMI,NSC-3852,21,01uM,0,117,SMALL DARK,2548
Adnp2,MAE,2,UMI,Aminoresveratrol sulfate,21,01uM,0,128,VG,2408
Adnp2,MAE,2,UMI,BML-281,21,01uM,0,83,VG,1799
Adnp2,MAE,2,UMI,Triacetylresveratrol,21,01uM,0,168,VG,3640
Adnp2,MAE,2,UMI,Control,21,No-treatment1,0,89,VG,3241
Adnp2,MAE,2,UMI,Control,21,No-treatment2,0,35,VG,355
Adnp2,MAE,2,UMI,Control,21,No-treatment3,0,72,VG,1705
Adnp2,MAE,2,UMI,Control,21,No-treatment4,0,66,VG,1165
Adnp2,MAE,2,UMI,Control,21,No-treatment5,0,42,VG,456
Adnp2,MAE,2,UMI,Control,21,No-treatment6,0,33,VG,298
Adnp2,MAE,2,UMI,Control,21,No-treatment7,0,70,VG,1877
Adnp2,MAE,2,UMI,Control,21,No-treatment8,0,82,VG,3786
Adnp2,MAE,2,UMI,Control,21,No-treatment9,0,71,VG,1174
Adnp2,MAE,2,UMI,Control,21,No-treatment10,0,94,VG,2429
Adnp2,MAE,2,UMI,Control,21,No-treatment11,0,118,VG,3075
Adnp2,MAE,2,UMI,Control,21,No-treatment12,0,83,VG,1135
Adnp2,MAE,2,UMI,Control,21,DMSO1,0,101,VG,3566
Adnp2,MAE,2,UMI,Control,21,DMSO2,0,128,VG,3727
Adnp2,MAE,2,UMI,Control,21,DMSO3,0,228,VG,10148
Adnp2,MAE,2,UMI,Control,21,DMSO4,0.007633588,131,VG,6264
Adnp2,MAE,2,UMI,Control,21,DMSO5,0,129,VG,3789
Adnp2,MAE,2,UMI,Control,21,DMSO6,0,209,VG,10726
Adnp2,MAE,2,UMI,Control,21,DMSO7,0,158,VG,6990
Adnp2,MAE,2,UMI,Control,21,DMSO8,0,197,VG,8337
Adnp2,MAE,2,UMI,Control,21,DMSO9,0,169,VG,7139
Adnp2,MAE,2,UMI,Control,21,DMSO10,0,176,VG,8452
Adnp2,MAE,2,UMI,Control,21,DMSO11,0,183,VG,5005
Adnp2,MAE,2,UMI,Control,21,DMSO12,0,161,VG,4438
Dlc1,MAE,2,UMI,Garcinol,21,20uM,0.6,5,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Splitomicin,21,20uM,0.79787234,94,G,94
Dlc1,MAE,2,UMI,BML-210,21,20uM,1,1,DIFFUSE DEAD,1
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,0,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Zebularine ,21,20uM,0.5,2,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Tranylcypromine hemisulfate,21,20uM,0.931818182,44,VG,25
Dlc1,MAE,2,UMI,EX-527,21,20uM,0.704918033,61,VG,144
Dlc1,MAE,2,UMI,Nicotinamide,21,20uM,0.88,100,VG,261
Dlc1,MAE,2,UMI,BML-266,21,20uM,NA,0,DIFFUSE DEAD,NA
Dlc1,MAE,2,UMI,Piceatannol,21,20uM,0.666666667,3,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Fluoro-SAHA,21,20uM,0.666666667,3,DEAD?,0
Dlc1,MAE,2,UMI,AGK2,21,20uM,0.839215686,255,SPREAD OUT,625
Dlc1,MAE,2,UMI,Salermide,21,20uM,0.786885246,122,VG,563
Dlc1,MAE,2,UMI,Anacardic acid,21,20uM,0.810606061,132,VG,662
Dlc1,MAE,2,UMI,B2,21,20uM,0.845360825,194,VG,1330
Dlc1,MAE,2,UMI,CTPB,21,20uM,0.81512605,119,VG,692
Dlc1,MAE,2,UMI,Sirtinol,21,20uM,0.780701754,114,VG,263
Dlc1,MAE,2,UMI,Suramin6Na,21,20uM,0.852459016,122,VG,396
Dlc1,MAE,2,UMI,BML-278,21,20uM,0.803571429,56,VG,84
Dlc1,MAE,2,UMI,CI-994,21,20uM,NA,0,DEAD,NA
Dlc1,MAE,2,UMI,NSC-3852,21,20uM,0,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Aminoresveratrol sulfate,21,20uM,0.811320755,159,G,1087
Dlc1,MAE,2,UMI,BML-281,21,20uM,0.8125,176,VG,537
Dlc1,MAE,2,UMI,Triacetylresveratrol,21,20uM,0.869047619,84,VG,211
Dlc1,MAE,2,UMI,Garcinol,21,10uM,0.75,100,VG,490
Dlc1,MAE,2,UMI,Splitomicin,21,10uM,0.87704918,122,VG,449
Dlc1,MAE,2,UMI,BML-210,21,10uM,0.766666667,60,G,183
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,1,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Zebularine ,21,10uM,0.8,65,G,178
Dlc1,MAE,2,UMI,Tranylcypromine hemisulfate,21,10uM,0.911764706,34,VG,13
Dlc1,MAE,2,UMI,EX-527,21,10uM,0.847457627,59,VG,260
Dlc1,MAE,2,UMI,Nicotinamide,21,10uM,0.857142857,77,VG,353
Dlc1,MAE,2,UMI,BML-266,21,10uM,1,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Piceatannol,21,10uM,0.769230769,65,M-G,114
Dlc1,MAE,2,UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,NA
Dlc1,MAE,2,UMI,AGK2,21,10uM,0.906432749,172,SPREAD OUT,691
Dlc1,MAE,2,UMI,Salermide,21,10uM,0.888888889,135,VG,1573
Dlc1,MAE,2,UMI,Anacardic acid,21,10uM,0.885057471,87,VG,246
Dlc1,MAE,2,UMI,B2,21,10uM,0.839694656,131,VG,1381
Dlc1,MAE,2,UMI,CTPB,21,10uM,0.896551724,58,VG,148
Dlc1,MAE,2,UMI,Sirtinol,21,10uM,0.8875,80,VG,323
Dlc1,MAE,2,UMI,Suramin6Na,21,10uM,0.862068966,87,VG,154
Dlc1,MAE,2,UMI,BML-278,21,10uM,0.855855856,111,VG,728
Dlc1,MAE,2,UMI,CI-994,21,10uM,0.714285714,14,DIFFUSE DEAD,2
Dlc1,MAE,2,UMI,NSC-3852,21,10uM,1,2,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Aminoresveratrol sulfate,21,10uM,0.820512821,156,VG,1103
Dlc1,MAE,2,UMI,BML-281,21,10uM,0.746376812,138,VG,1155
Dlc1,MAE,2,UMI,Triacetylresveratrol,21,10uM,0.863636364,154,VG,720
Dlc1,MAE,2,UMI,Garcinol,21,01uM,0.74137931,116,VG,1170
Dlc1,MAE,2,UMI,Splitomicin,21,01uM,0.840236686,169,VG,1763
Dlc1,MAE,2,UMI,BML-210,21,01uM,0.857142857,217,VG,3734
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,01uM,0.666666667,6,DIFFUSE SOME CLUMPS,1
Dlc1,MAE,2,UMI,Zebularine ,21,01uM,0.8125,160,VG,1033
Dlc1,MAE,2,UMI,Tranylcypromine hemisulfate,21,01uM,0.851485149,101,,898
Dlc1,MAE,2,UMI,EX-527,21,01uM,0.890625,65,VG,349
Dlc1,MAE,2,UMI,Nicotinamide,21,01uM,0.833333333,150,VG,1347
Dlc1,MAE,2,UMI,BML-266,21,01uM,0.828571429,105,VG,688
Dlc1,MAE,2,UMI,Piceatannol,21,01uM,0.837606838,117,VG,1246
Dlc1,MAE,2,UMI,Fluoro-SAHA,21,01uM,0.905660377,106,M ,796
Dlc1,MAE,2,UMI,AGK2,21,01uM,0.75308642,162,VG,1302
Dlc1,MAE,2,UMI,Salermide,21,01uM,0.830188679,159,VG,2489
Dlc1,MAE,2,UMI,Anacardic acid,21,01uM,0.831325301,166,VG,2202
Dlc1,MAE,2,UMI,B2,21,01uM,0.766990291,103,VG,1361
Dlc1,MAE,2,UMI,CTPB,21,01uM,0.835164835,91,VG,763
Dlc1,MAE,2,UMI,Sirtinol,21,01uM,0.867647059,136,VG,1043
Dlc1,MAE,2,UMI,Suramin6Na,21,01uM,0.82278481,79,VG,373
Dlc1,MAE,2,UMI,BML-278,21,01uM,0.80952381,105,VG,963
Dlc1,MAE,2,UMI,CI-994,21,01uM,0.752293578,109,VG,1178
Dlc1,MAE,2,UMI,NSC-3852,21,01uM,0.81,101,SMALL DARK,847
Dlc1,MAE,2,UMI,Aminoresveratrol sulfate,21,01uM,0.856164384,146,VG,1011
Dlc1,MAE,2,UMI,BML-281,21,01uM,0.85840708,113,VG,826
Dlc1,MAE,2,UMI,Triacetylresveratrol,21,01uM,0.850828729,181,VG,1640
Dlc1,MAE,2,UMI,Control,21,No-treatment1,0.804597701,174,VG,1454
Dlc1,MAE,2,UMI,Control,21,No-treatment2,0.847058824,85,VG,154
Dlc1,MAE,2,UMI,Control,21,No-treatment3,0.818181818,176,VG,1164
Dlc1,MAE,2,UMI,Control,21,No-treatment4,0.8,115,VG,693
